City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Rodrigues Alves,-7.74,-72.65,84.65,58,37,2.75,BR,1595109909
Mahon,39.89,4.27,73.4,83,20,6.93,ES,1595109909
Qandala,11.47,49.87,89.15,49,80,14.16,SO,1595109909
Hidalgo,20.5,-99.0,72.34,58,56,14.27,MX,1595109909
Norrtälje,59.76,18.7,64.99,84,10,4.92,SE,1595109732
Abu Samrah,35.3,37.18,69.44,52,0,6.24,SY,1595109910
Shenjiamen,29.96,122.3,77.83,91,80,23.13,CN,1595109910
Hīt,33.64,42.83,86.59,16,0,5.12,IQ,1595109910
Ostrovnoy,68.05,39.51,59.95,59,41,14.41,RU,1595109910
Kortkeros,61.81,51.58,60.8,93,8,6.71,RU,1595109910
Gisborne,-38.65,178.0,54.52,80,100,8.68,NZ,1595109778
Norway,45.79,-87.9,87.01,62,20,8.05,US,1595109910
Valparaíso,-33.04,-71.63,53.6,100,90,11.41,CL,1595109780
Uşak Province,38.5,29.42,72.0,44,0,5.99,TR,1595109911
Wanaka,-44.7,169.15,32.0,88,0,1.01,NZ,1595109911
Hailar,49.2,119.7,58.24,90,84,14.2,CN,1595109911
Lufilufi,-13.87,-171.6,80.71,77,3,17.58,WS,1595109911
Fuerte Olimpo,-21.04,-57.87,81.09,38,0,5.57,PY,1595109911
Grand-Santi,4.25,-54.38,79.14,78,100,4.34,GF,1595109911
Myanmar,22.0,98.0,69.96,97,100,2.28,MM,1595109912
Aranos,-24.13,19.12,49.23,42,0,11.63,NA,1595109912
Margate,51.38,1.39,64.99,82,8,1.99,GB,1595109912
Nabire,-3.37,135.48,74.41,86,32,3.76,ID,1595109912
Oddur,4.12,43.89,71.49,72,19,21.77,SO,1595109912
Oistins,13.07,-59.53,84.2,74,40,16.11,BB,1595109753
Balkhash,46.84,74.98,78.67,47,39,12.53,KZ,1595109913
Klaksvík,62.23,-6.59,48.2,100,52,11.41,FO,1595109913
Faro,37.02,-7.93,77.0,73,0,5.82,PT,1595109810
Sandwick,60.0,-1.25,51.8,93,0,17.22,GB,1595109913
Krasnokamensk,50.1,118.04,61.16,93,100,5.91,RU,1595109913
Oruzgan,32.83,66.0,68.68,25,0,3.76,AF,1595109913
Beachwood,41.46,-81.51,95.0,51,20,4.7,US,1595109689
Conde,-7.26,-34.91,75.2,83,20,6.93,BR,1595109914
Guatire,10.48,-66.54,75.99,80,96,1.01,VE,1595109914
Mafeteng,-29.82,27.24,37.22,72,0,2.46,LS,1595109914
Gulbarga,17.33,76.83,75.78,87,48,10.16,IN,1595109914
Hay River,60.82,-115.8,75.2,44,40,9.17,CA,1595109626
Meulaboh,4.14,96.13,77.47,83,100,3.31,ID,1595109914
Port Moresby,-9.44,147.18,75.2,94,90,3.36,PG,1595109915
Bangassou,4.74,22.82,68.59,97,82,1.86,CF,1595109915
Muravlenko,63.79,74.52,60.96,93,60,3.74,RU,1595109915
Goderich,43.75,-81.72,88.0,59,98,4.0,CA,1595109676
Sal Rei,16.18,-22.92,77.0,78,40,8.05,CV,1595109915
Zaragoza,41.66,-0.88,81.0,38,0,6.93,ES,1595109718
Touros,-5.2,-35.46,73.4,88,40,5.82,BR,1595109915
Buenos Aires,-34.61,-58.38,59.0,100,90,5.82,AR,1595109729
Oranjemund,-28.55,16.43,60.87,38,0,5.93,NA,1595109916
Kushima,31.46,131.23,73.4,94,75,4.7,JP,1595109916
Nishihara,26.18,127.76,82.4,88,40,10.29,JP,1595109916
Sibu,2.3,111.82,75.2,94,40,2.24,MY,1595109916
Muroto-misakicho,33.28,134.15,73.4,88,75,6.93,JP,1595109916
Sawākin,19.11,37.33,84.87,42,62,4.79,SD,1595109916
Fairbanks,64.84,-147.72,64.4,68,90,11.41,US,1595109917
San Rafael,-34.62,-68.33,57.07,41,19,3.8,AR,1595109811
Kilifi,-3.63,39.85,77.18,67,57,22.55,KE,1595109917
Morehead,37.27,-87.18,93.99,52,1,5.82,US,1595109917
Kungurtug,50.6,97.52,44.02,79,14,0.54,RU,1595109917
Vakhtan,57.97,46.69,56.3,96,63,2.33,RU,1595109917
Mwense,-10.38,28.7,55.09,62,0,6.67,ZM,1595109917
Mount Isa,-20.73,139.5,37.4,47,0,9.04,AU,1595109918
Monterey,36.25,-121.25,75.99,60,1,16.11,US,1595109918
Aswān,24.09,32.91,86.18,21,62,6.78,EG,1595109918
Yaan,7.38,8.57,73.67,87,37,4.41,NG,1595109918
Lebanon,36.21,-86.29,95.0,47,40,2.84,US,1595109918
Tevaitoa,-16.78,-151.5,75.63,82,100,20.87,PF,1595109918
Chumikan,54.72,135.31,53.71,95,90,8.63,RU,1595109919
Vrangel',42.73,133.08,64.83,87,0,1.86,RU,1595109919
Bud,39.45,-86.18,89.01,58,75,4.7,US,1595109919
Stornoway,58.21,-6.39,51.8,87,95,11.41,GB,1595109919
Santa Cruz del Sur,20.71,-78.0,85.44,69,63,4.45,CU,1595109919
Asău,46.43,26.4,69.8,73,100,5.82,RO,1595109919
Chapais,49.78,-74.85,78.8,44,75,6.93,CA,1595109875
Chernyshevskiy,63.01,112.47,51.37,89,56,7.85,RU,1595109919
Liverpool,53.41,-2.98,57.2,87,78,4.7,GB,1595109744
Oksovskiy,62.61,39.9,51.96,78,88,1.95,RU,1595109920
Caravelas,-17.71,-39.25,71.47,74,85,7.07,BR,1595109908
Palu,-0.89,119.87,74.05,80,74,2.98,ID,1595109920
Shwebo,22.57,95.7,77.5,90,100,10.33,MM,1595109920
Lagoa,39.05,-27.98,69.51,79,24,11.79,PT,1595109921
Khovd,48.01,91.64,64.53,52,58,1.57,MN,1595109921
Hastings,50.86,0.57,60.8,93,31,5.82,GB,1595109897
Yerbogachën,61.28,108.01,47.5,93,20,4.07,RU,1595109910
Nouadhibou,20.93,-17.03,71.6,88,75,16.11,MR,1595109921
Hervey Bay,-25.3,152.85,55.0,83,5,5.99,AU,1595109921
Turan,16.07,108.22,77.0,88,20,3.36,VN,1595109921
Río Gallegos,-51.62,-69.22,30.2,100,75,6.93,AR,1595109860
Gillette,44.29,-105.5,82.4,28,1,10.29,US,1595109922
Zaysan,47.47,84.87,76.32,34,91,9.06,KZ,1595109922
Qaqortoq,60.72,-46.03,66.2,39,45,4.7,GL,1595109922
Maceió,-9.67,-35.74,77.0,73,20,4.7,BR,1595109922
Praia,14.92,-23.51,77.0,69,20,12.75,CV,1595109842
Mariakani,-3.86,39.47,72.86,68,74,12.08,KE,1595109922
Nogliki,51.83,143.17,59.16,94,99,5.06,RU,1595109923
Ndola,-12.96,28.64,46.92,89,23,6.51,ZM,1595109923
Āreka,7.07,37.7,60.33,89,100,2.51,ET,1595109923
La Roche-sur-Yon,46.67,-1.43,64.4,77,0,3.36,FR,1595109923
Lima,-12.04,-77.03,64.4,63,40,9.17,PE,1595109917
Liepāja,56.54,21.04,57.2,100,76,5.28,LV,1595109738
Benjamín Aceval,-24.97,-57.57,86.0,37,0,11.41,PY,1595109924
Maiduguri,11.85,13.16,82.53,61,7,2.42,NG,1595109924
Lishu,43.3,124.33,71.2,70,100,6.26,CN,1595109924
Buraidah,26.33,43.98,91.4,19,26,5.82,SA,1595109838
Sosnovoborsk,56.13,93.36,44.6,100,2,2.1,RU,1595109925
Adrar,20.5,-10.07,96.37,19,32,3.2,MR,1595109925
South Lake Tahoe,38.93,-119.98,84.2,20,1,6.93,US,1595109924
Pacific Grove,36.62,-121.92,75.99,60,1,9.17,US,1595109750
Port-Cartier,50.03,-66.87,68.0,77,75,11.41,CA,1595109925
Tsimmerbude,54.67,20.13,60.8,93,6,2.24,RU,1595109912
Oudtshoorn,-33.59,22.2,50.0,93,1,4.7,ZA,1595109925
Goundam,16.41,-3.67,85.28,54,99,9.95,ML,1595109926
Makat,47.65,53.35,83.84,51,49,19.71,KZ,1595109926
Abu Kamal,34.45,40.92,78.73,17,0,2.28,SY,1595109926
Manokwari,-0.87,134.08,79.3,75,7,2.89,ID,1595109927
Vila do Maio,15.13,-23.22,77.0,69,20,12.75,CV,1595109927
Novobiryusinskiy,56.96,97.71,48.24,74,55,2.91,RU,1595109927
Porto Nacional,-10.71,-48.42,86.0,37,20,10.29,BR,1595109675
Pisco,-13.7,-76.22,66.2,68,5,6.93,PE,1595109679
Kiama,-34.68,150.87,51.01,69,100,5.44,AU,1595109927
Wanning,18.8,110.4,81.07,85,79,11.39,CN,1595109927
Baculin,7.45,126.58,77.76,79,100,4.92,PH,1595109928
Bahía Honda,22.9,-83.16,82.24,79,95,7.87,CU,1595109880
Thinadhoo,0.53,72.93,82.13,75,100,16.87,MV,1595109928
Köthen,51.75,11.97,66.99,78,4,2.48,DE,1595109819
Porlamar,10.96,-63.85,87.8,62,40,16.11,VE,1595109928
Ramotswa,-24.87,25.87,44.6,42,0,3.36,BW,1595109928
Gazli,40.13,63.45,83.37,15,0,10.22,UZ,1595109928
Derzhavīnsk,51.1,66.32,74.89,55,11,12.28,KZ,1595109929
Teguise,29.06,-13.56,78.8,65,30,28.86,ES,1595109929
Rockland,41.17,-74.05,88.0,55,32,4.09,US,1595109929
Taltal,-25.4,-70.48,56.68,76,39,4.52,CL,1595109929
Patancheru,17.53,78.27,75.2,94,75,6.93,IN,1595109929
Coelho Neto,-4.26,-43.01,82.87,53,59,2.01,BR,1595109929
Zhezkazgan,47.8,67.71,75.79,47,71,8.25,KZ,1595109929
Pervomayskiy,53.25,40.29,56.19,94,100,4.88,RU,1595109930
Broome,42.25,-75.83,86.0,42,1,8.05,US,1595109930
Pudozh,61.81,36.53,55.58,66,93,1.63,RU,1595109930
Baykit,61.67,96.37,44.74,83,3,3.2,RU,1595109930
Ngerengere,-6.75,38.12,65.05,76,52,2.93,TZ,1595109930
Fort Nelson,58.81,-122.7,77.0,38,75,4.7,CA,1595109930
Taywarah,33.35,64.42,55.53,42,0,6.4,AF,1595109931
Vestmannaeyjar,63.44,-20.27,50.09,73,1,27.51,IS,1595109931
Kyabram,-36.32,145.05,40.46,85,1,9.08,AU,1595109765
Nome,64.5,-165.41,61.0,62,1,10.29,US,1595109816
Suwałki,54.11,22.93,59.13,85,2,2.51,PL,1595109931
Kalmunai,7.42,81.82,81.55,75,100,3.8,LK,1595109931
Kerchevskiy,59.95,56.29,59.02,82,36,2.75,RU,1595109931
Beloha,-25.17,45.05,60.33,76,0,8.68,MG,1595109931
Celestún,20.87,-90.4,85.57,67,13,14.0,MX,1595109932
Bara,10.37,10.73,74.73,86,86,6.24,NG,1595109932
Biak,-0.91,122.88,75.69,84,30,6.8,ID,1595109932
Inhambane,-23.86,35.38,63.63,82,7,3.27,MZ,1595109932
São João da Barra,-21.64,-41.05,68.0,94,1,4.7,BR,1595109685
Antalaha,-14.9,50.28,66.02,80,6,8.86,MG,1595109932
Codrington,-38.27,141.97,46.17,91,3,15.55,AU,1595109932
Shihezi,44.3,86.03,83.5,29,100,8.12,CN,1595109933
Lambaréné,-0.7,10.24,73.24,85,82,4.74,GA,1595109933
Brodokalmak,55.57,62.08,75.2,60,40,4.47,RU,1595109933
Andenes,69.31,16.12,51.8,87,17,9.17,NO,1595109886
Okha,53.57,142.95,58.06,94,100,6.96,RU,1595109933
Batamshinskiy,50.56,58.27,78.8,44,40,11.18,KZ,1595109933
Laguna,38.42,-121.42,98.01,26,5,8.05,US,1595109933
Maniitsoq,65.42,-52.9,51.67,67,86,6.62,GL,1595109934
Camopi,3.17,-52.32,75.27,96,95,2.77,GF,1595109697
Daye,30.08,114.95,75.72,94,99,8.34,CN,1595109934
Linxia Chengguanzhen,35.6,103.21,50.5,63,0,4.47,CN,1595109934
Bondo,3.81,23.69,69.15,96,96,2.19,CD,1595109934
Panabá,21.28,-88.27,84.38,80,72,8.37,MX,1595109934
Sungai Penuh,-2.08,101.38,63.01,91,71,3.13,ID,1595109935
Ryōtsu-minato,38.08,138.43,71.6,100,75,1.12,JP,1595109935
High Level,58.52,-117.14,73.4,56,40,11.41,CA,1595109935
Boyolangu,-8.12,111.89,72.72,89,90,2.68,ID,1595109935
Gushikawa,26.35,127.87,82.0,88,1,6.93,JP,1595109935
